CCG Comments,CMU ,FY,Last Stage Reached,Project Assessed,Project ID,Project Name,Approval Date,Approval Step,CO Team Lead,Could count for more adaptation,Could count for more mitigation,Country,FY Probability,GP,Lending Instrument,Potential (Y/N),Practice Group,Practice Manager Name,Region,Requesting Cost Center Code,Responsible Cost Center Code,Responsible Cost Center Name,Team Lead Name,TLN CDRS: Project compliant with CDRS requirement?,TLN CI: Climate indicator included?,TLN CI: Name of Climate Indicator,TLN CI: Project compliant with CI requirement?,TLN GHG: Applicable to operation,TLN GHG: GHG lifetime,"TLN GHG: Gross Emissions  (tCO2e, lifetime)","TLN GHG: Net Emissions (annual average, tCO2e/year)","TLN GHG: Net Emissions (economic lifetime, tCO2e)",TLN GHG: Status of data,TN1: % (Climate Co-Benefits Over Total IDA/IBRD Commitment),TN2: Net IDA/IBRD Adaptation ($M) ,TN3: Net IDA/IBRD Mitigation ($M) ,TN4: Total IDA/IBRD Climate Co-Benefits ($M) ,TN5: % (IBRD Climate Co-Benefits Over Total IBRD Commitment),TN6: % (IDA Climate Co-Benefits Over Total IDA Commitment),TN7: Net IBRD Adaptation ($M),TN8: IBRD Climate Co-Benefits ($M),TN9: Net IBRD Mitigation ($M),TO1: Net IDA Adaptation ($M),TO2: IDA Climate Co-Benefits ($M),TO3: Net IDA Mitigation ($M),TO4: IBRD Commitment ($M),TO5: IDA Commitment ($M),TO6: Total IDA/IBRD Commitment ($M),TO7: Gross IDA/IBRD Adaptation ($M),TO8: Gross IDA/IBRD Mitigation ($M),TO9: Dual Benefit Finance ($M)
 ,AWCW1-AFW,FY11,,Assessed,P117279,LR- RRSP 3 - Budget Support,9/30/2010,A,000112546 | Errol George Graham ~,0,0,Liberia,,Macro Economics and Fiscal Management,DPO,No,GGEVP,Sandeep Mahajan,AFR,AWCW1,EAWM2,EFI-AFR2-MTI-MacroFiscal-2,Errol George Graham,,,,,,,,,,,0%,0,0,0,0,0,0,0,0,0,0,0,0,11,11,,,
 ,AWCW1-AFW,FY11,,Assessed,P117822,SL-GRGG 4 BUDGET SUPPORT (DPL),12/20/2010,A,000015465 | Cyrus P. Talati ~,0,0,Sierra Leone,,Macro Economics and Fiscal Management,DPO,No,GGEVP,Sandeep Mahajan,AFR,AWCW1,EAWM2,EFI-AFR2-MTI-MacroFiscal-2,Cyrus P. Talati,,,,,,,,,,,0%,0,0,0,0,0,0,0,0,0,0,0,0,10,10,,,
 ,AWCW1-AFW,FY11,,Assessed,P117924,Poverty Reduction Support Credit (PRSC-7,1/20/2011,A,000176149 | Santiago Herrera Aguilera ~,0,0,Ghana,,Poverty and Equity,DPO,No,GGEVP,Sandeep Mahajan,AFR,AWCW1,EAWM2,EFI-AFR2-MTI-MacroFiscal-2,Santiago Herrera Aguilera,,,,,,,,,,,0%,0,0,0,0,0,0,0,0,0,0,0,0,215,215,,,
 ,AWCW1-AFW,FY11,,Assessed,P118112,GH-Skills and Technology Development Pro,3/29/2011,A,000227052 | Eunice Yaa Brimfah Ackwerh ~,0,0,Ghana,,Education,Investment,No,GGHVP,Scherezad Joya Monami Latif,AFR,AWCW1,HAWE3,Education AFR 3,Eunice Yaa Brimfah Ackwerh,,,,,,,,,,,0%,0,0,0,0,0,0,0,0,0,0,0,0,70,70,,,
 ,AWCW1-AFW,FY11,,Assessed,P120005,GH:Gas and Oil Capacity Building Project,12/20/2010,A,000349854 | David John Santley ~,0,0,Ghana,,Energy and Extractives,Investment,No,GGIVP,Robert Schlotterer,AFR,AWCW1,IEEXI,Infra Energy Extractive Industry,David John Santley,,,,,,,,,,,0%,0,0,0,0,0,0,0,0,0,0,0,0,38,38,,,
 ,AWCW1-AFW,FY11,,Assessed,P120636,GH-Land Administration - 2,3/31/2011,A,000160774 | Victoria Stanley ~,0,0,Ghana,,Social Urban Rural and Resilience,Investment,No,GGSVP,Madhu Raghunath,AFR,AWCW1,IAWU4,Urban DRM AFR West and Central 4,Victoria Stanley,,,,,,,,,,,0%,0,0,0,0,0,0,0,0,0,0,0,0,50,50,,,
 ,AWCW1-AFW,FY11,,Assessed,P120660,LR-Electricity System Enhancement (FY11),11/30/2010,A,000424665 | Joseph Tawiah Quayson ~,0,0,Liberia,,Energy and Extractives,Investment,No,GGIVP,Ashish Khanna,AFR,AWCW1,IAWE4,Energy & Extractives AFR4,Joseph Tawiah Quayson,,,,,,,,,,,0%,0,0,0,0,0,0,0,0,0,0,0,0,10,10,,,
 ,AWCW1-AFW,FY11,,Assessed,P121514,Financial Sector Support  TA Project,4/7/2011,A,000253963 | Michael Corlett ~,0,0,Sierra Leone,,Finance and Markets,Investment,No,GGEVP,Mehnaz S. Safavian,AFR,AWCW1,EAWF2,EFI-AFR2-FCI-Finance-2,Michael Corlett,,,,,,,,,,,0%,0,0,0,0,0,0,0,0,0,0,0,0,4,4,,,
 ,AWCW1-AFW,FY11,,Assessed,P122692,GH Local Government Capacity Support,3/22/2011,A,000213854 | Martin Onyach-Olaa ~ 000214693 | Smile Kwawukume,0,0,Ghana,,Social Urban Rural and Resilience,Investment,No,GGSVP,Madhu Raghunath,AFR,AWCW1,IAWU4,Urban DRM AFR West and Central 4,Martin Onyach-Olaa,,,,,,,,,,,0%,0,0,0,0,0,0,0,0,0,0,0,0,175,175,,,
 ,AWCW1-AFW,FY11,,Assessed,P122796,GH Third Agriculture DPO,5/26/2011,A,000371155 | Jan Joost Nijhoff ~,0,0,Ghana,,Agriculture and Food,DPO,No,GGSVP,,AFR,AWCW1,SAGDR,Planet - Agriculture and Food GD,Jan Joost Nijhoff,,,,,,,,,,,0%,0,0,0,0,0,0,0,0,0,0,0,0,57,57,,,
 ,AWCW1-AFW,FY11,,Assessed,P124633,SL Extractive Industries TA (EI-TAP),4/21/2011,A,000264951 | Daniele La Porta Arrobas ~,0,0,Sierra Leone,,Energy and Extractives,Investment,No,GGIVP,Robert Schlotterer,AFR,AWCW1,IEEXI,Infra Energy Extractive Industry,Daniele La Porta Arrobas,,,,,,,,,,,0%,0,0,0,0,0,0,0,0,0,0,0,0,4,4,,,
 ,AWCW1-AFW,FY11,,Assessed,P124643,LR:EGIRP -Additional Financing,4/7/2011,A,000243375 | Raymond Muhula ~,0,0,Liberia,,Governance,Investment,No,GGEVP,Robert R. Hunja,AFR,AWCW1,GGODP-HIS,HIS-GOVERNANCE - SIP,Raymond Muhula,,,,,,,,,,,0%,0,0,0,0,0,0,0,0,0,0,0,0,7,7,,,
 ,AWCW1-AFW,FY11,,Assessed,P124664,LR-AF Emergency Monrovia Urban San.,4/7/2011,A,000164679 | Kwabena Amankwah-Ayeh ~,0,0,Liberia,,Social Urban Rural and Resilience,Investment,No,GGSVP,Madhu Raghunath,AFR,AWCW1,IAWU4,Urban DRM AFR West and Central 4,Kwabena Amankwah-Ayeh,,,,,,,,,,,0%,0,0,0,0,0,0,0,0,0,0,0,0,4,4,,,
 ,AWCW1-AFW,FY11,,Assessed,P125256,SL:Rural & Private Sector Devt. Add Fin.,5/19/2011,A,000081238 | Charles Annor-Frempong ~,0,0,Sierra Leone,,Agriculture and Food,Investment,No,GGSVP,Abel Lufafa,AFR,AWCW1,SAWA1,AGRICULTURE AND FOOD PG AFR1,Charles Annor-Frempong,,,,,,,,,,,0%,0,0,0,0,0,0,0,0,0,0,0,0,20,20,,,
 ,AWCW1-AFW,FY11,,Assessed,P125574,LR-Road Asset Management FY11),6/7/2011,A,000330440 | Tojoarofenitra Ramanankirahina ~ 000560876 | Ajara Sompo Ceesay ~ 000153025 | Negede Lewi Teklemariam ~,0,0,Liberia,,Transport and Digital Development,Investment,No,GGIVP,Anne Cecile Sophie Souhaid,AFR,AWCW1,IAWT3,Transport-C. AFR +GH/LR/SL,Tojoarofenitra Ramanankirahina,,,,,,,,,,,0%,0,0,0,0,0,0,0,0,0,0,0,0,67.7,67.7,,,
 ,AWCW1-AFW,FY21,Bank Approved,Assessed,P164212,Sierra Leone Economic Diversification Project,7/28/2020,A,000473599 | Alari Hasanatu Ijileyoh Mahdi ~ 000266551 | Louise D Twining-Ward,0,0,Sierra Leone,Firm,Finance Competitiveness and Innovation,IPF,No,GGEVP,Mehnaz S. Safavian,AFW,AWCW1,EAWF2,EFI-AFR2-FCI-Finance-2,Alari Hasanatu Ijileyoh Mahdi,Yes,No,,N/A,,,,,,,5.73%,1.4450000000000001,0.84499999999999997,2.29,0,0.05725,0,0,0,1.445,2.29,0.845,0,40,40,,,
 ,AWCW1-AFW,FY21,Bank Approved,Assessed,P168608,Resilient Urban Sierra Leone Project,6/25/2021,A,000473850 | Samuel Lule Demsash ~,0,0,Sierra Leone,Firm,Urban Resilience and Land,IPF,No,GGSVP,Madhu Raghunath,AFW,AWCW1,IAWU4,Urban DRM AFR West and Central 4,Samuel Lule Demsash,Yes,Yes,Area of forested land restored and/or under improved management (Hectare(Ha)),Yes,Y,20,0,"-90,783.25","-1,815,665",GHG data finalized,69.12%,13.18,21.379999999999999,34.560000000000002,0,0.6912,0,0,0,13.18,34.56,21.38,0,50,50,,,
 ,AWCW1-AFW,FY21,Bank Approved,Assessed,P169742,Ghana Development Finance Project,10/29/2020,A,000550821 | Emmanuel Anyang Abeka ~ 000332204 | Carlos Leonardo Vicente,0,0,Ghana,Firm,Finance Competitiveness and Innovation,IPF,No,GGEVP,Mehnaz S. Safavian,AFW,AWCW1,EAWF2,EFI-AFR2-FCI-Finance-2,Emmanuel Anyang Abeka,Yes,No,,N/A,,,,,,,10.85%,22.440000000000001,4.6799999999999997,27.120000000000001,0,0.10848,0,0,0,22.44,27.12,4.68,0,250,250,,,
 ,AWCW1-AFW,FY21,Bank Approved,Assessed,P170604,Additional Financing of the Smallholder Commercialization and Agribusiness Development Project,7/15/2020,A,000338255 | Kadir Osman Gyasi ~ 000335259 | John Kobina Richardson,0,0,Sierra Leone,Firm,Agriculture and Food,IPF,No,GGSVP,Abel Lufafa,AFW,AWCW1,SAWA1,AGRICULTURE AND FOOD PG AFR1,Kadir Osman Gyasi,Yes,No,,N/A,Y,20,"20,344.74","-51,117","-1,022,343",GHG data finalized,50%,15,0,15,0,0.5,0,0,0,15,15,0,0,30,30,,,
 ,AWCW1-AFW,FY21,Bank Approved,Assessed,P171059,Enhancing Sierra Leone Energy Access,1/28/2021,A,000591619 | Ibrahim Jalloh ~ 000499015 | Kagaba Paul Mukiibi,0,0,Sierra Leone,Firm,Energy and Extractives,IPF,No,GGIVP,Ashish Khanna,AFW,AWCW1,IAWE4,Energy & Extractives AFR4,Ibrahim Jalloh,Yes,Yes,Greenhouse Gas (CO2) emission avoided (Tones/year),Yes,Y,20,"68,153.55","-29,406.60","-588,132",GHG data finalized,34.30%,4.3250000000000002,12.824999999999999,17.149999999999999,0,0.343,0,0,0,4.325,17.15,12.825,0,50,50,,,
 ,AWCW1-AFW,FY21,Bank Approved,Assessed,P171620,Ghana Additional Financing for Greater Accra Metropolitan Area Sanitation and Water Project,9/22/2020,A,000161815 | Yitbarek Tessema Mammo ~,0,0,Ghana,Firm,Water,IPF,No,GGSVP,Fatouma Toure Ibrahima Wane,AFW,AWCW1,SAWW1,Water West Africa Region,Yitbarek Tessema Mammo,Yes,Yes,Additional volume of water produced saved daily from NRW reduction to improve water management in water stressed area,Yes,Y,20,432.0205886,-432,"-8,649",GHG data finalized,50.23%,42.170000000000002,20.620000000000001,62.790000000000013,0,0.50232,0,0,0,42.17,62.79,20.62,0,125,125,,,
 ,AWCW1-AFW,FY21,Bank Approved,Assessed,P172492,Accountable Governance for Basic Service Delivery,6/11/2021,A,000471624 | John David Sydney Hodge ~ 000560756 | Elijah Gatuanjau Kimani ~ 000243375 | Raymond Muhula ~,0,0,Sierra Leone,Firm,Governance,IPF,No,GGEVP,Tracey M. Lane,AFW,AWCW1,EAWG2,EFI-AFR2-GOV-FM & PS-2,John David Sydney Hodge,Yes,No,,N/A,,,,,,,13.15%,4.3700000000000001,0.8899999999999999,5.2599999999999998,0,0.1315,0,0,0,4.37,5.26,0.89,0,40,40,,,
 ,AWCW1-AFW,FY21,Bank Approved,Assessed,P173416,Liberia Electricity Sector Strengthening and Access Project (LESSAP),3/12/2021,A,000356841 | Mohammad Saqib ~ 000605213 | Omar V Al Sherif,0,0,Liberia,Firm,Energy and Extractives,IPF,No,GGIVP,Ashish Khanna,AFW,AWCW1,IAWE4,Energy & Extractives AFR4,Mohammad Saqib,Yes,Yes,Number of Health facilities provided with electricity service from solar energy systems (Number),Yes,Y,Multiple,"99,364.84","-15,307.89","-617,325.96",GHG data finalized,34.90%,8.7949999999999999,11.795,20.59,0,0.348983051,0,0,0,8.795,20.59,11.795,0,59,59,,,
 ,AWCW1-AFW,FY21,Bank Approved,Assessed,P174417,Recovery of Economic Activity for Liberian Informal Sector Employment Project,3/12/2021,A,000484834 | Mack Capehart Mulbah ~,0,0,Liberia,Firm,Social Protection and Jobs,IPF,No,GGHVP,Camilla Holmemo,AFW,AWCW1,HAWS3,Social Protection & Labor AFR 3,Mack Capehart Mulbah,Yes,No,,N/A,,,,,,,11.50%,0.59999999999999998,0.55000000000000004,1.1499999999999999,0,0.115,0,0,0,0.6,1.15,0.55,0,10,10,,,
 ,AWCW1-AFW,FY21,Bank Approved,Assessed,P174839,GHANA COVID-19 EMERGENCY PREPAREDNESS AND RESPONSE PROJECT ADDITIONAL FINANCING,11/10/2020,A,000353432 | Anthony Theophilus Seddoh ~,0,0,Ghana,Firm,Health Nutrition and Population,IPF,No,GGHVP,Rifat Afifa Hasan,AFW,AWCW1,HAWH3,Health Nutrition&Population AFR3,Anthony Theophilus Seddoh,Yes,Yes,"Designated highly fuel-efficient, low carbon fuels or electric powered vehicles procured",N/A,,,,,,,19.58%,14.33,11.130000000000001,25.460000000000001,0,0.195846154,0,0,0,14.33,25.46,11.13,0,130,130,,,
 ,AWCW1-AFW,FY21,Bank Approved,Assessed,P175263,Liberia: Rural Economic Transformation Project,6/4/2021,A,000338255 | Kadir Osman Gyasi ~ 000237109 | Adetunji A. Oredipe ~ 000330440 | Tojoarofenitra Ramanankirahina ~,0,0,Liberia,Firm,Agriculture and Food,IPF,No,GGSVP,Abel Lufafa,AFW,AWCW1,SAWA1,AGRICULTURE AND FOOD PG AFR1,Kadir Osman Gyasi,Yes,Yes,Number of project beneficiaries reached with new climate smart technologies (Number),Yes,Y,20,0,"-33,567.65","-671,353",GHG data finalized,44.89%,19.039999999999999,5.6500000000000004,24.690000000000001,0,0.448909091,0,0,0,19.04,24.69,5.65,0,55,55,,,
 ,AWCW1-AFW,FY21,Bank Approved,Assessed,P175570,Liberia Second Inclusive Growth Development Policy Operation,6/17/2021,A,000313074 | Mamadou Ndione ~,0,0,Liberia,Firm,Macroeconomics Trade and Investment,DPF,No,GGEVP,Sandeep Mahajan,AFW,AWCW1,EAWM2,EFI-AFR2-MTI-MacroFiscal-2,Mamadou Ndione,Yes,Yes,LEC overal transmission and distribution losses (%) (Supported by information in the policy and results matrix),Yes,,,,,,,20.85%,8.3399999999999999,0,8.3399999999999999,0,0.2085,0,0,0,8.34,8.34,0,0,40,40,,,
 ,AWCW1-AFW,FY21,Bank Approved,Assessed,P175588,Ghana Productive Safety Net Project 2,3/30/2021,A,000205515 | Cornelia M. Tesliuc ~ 000528460 | Sarika Gupta Ringwala,0,0,Ghana,Firm,Social Protection and Jobs,IPF,No,GGHVP,Camilla Holmemo,AFW,AWCW1,HAWS3,Social Protection & Labor AFR 3,Cornelia M. Tesliuc,Yes,Yes,Area (re)afforested through LIPW (Hectare(Ha)),Yes,,,,,,,22.45%,16.550000000000001,5.9000000000000004,22.449999999999999,0,0.2245,0,0,0,16.55,22.45,5.9,0,100,100,,,
 ,AWCW1-AFW,FY21,Bank Approved,Assessed,P176336,Additional Financing on Vaccines for the Liberia COVID-19 Emergency Response Project,6/30/2021,A,000335013 | Noel Chisaka ~ 000353432 | Anthony Theophilus Seddoh ~ 000512303 | Opope Oyaka Tshivuila Matala ~,0,0,Liberia,Firm,Health Nutrition and Population,IPF,No,GGHVP,Rifat Afifa Hasan,AFW,AWCW1,HAWH3,Health Nutrition&Population AFR3,Noel Chisaka,Yes,No,,N/A,,,,,,,2.31%,0.080769230769230788,0.080769230769230788,0.1615384615384616,0,0.023076923,0,0,0,0.080769231,0.161538462,0.080769231,0,7,7,,,
 ,AWCW1-AFW,FY21,Bank Approved,Assessed,P176441,Sierra Leone COVID-19 Emergency Preparedness and Response Project Additional Financing,5/28/2021,A,000216989 | Kofi Amponsah ~ 000522298 | Kazumi Inden,0,0,Sierra Leone,Firm,Health Nutrition and Population,IPF,No,GGHVP,Rifat Afifa Hasan,AFW,AWCW1,HAWH3,Health Nutrition&Population AFR3,Kofi Amponsah,Yes,Yes,"Designated highly fuel-efficient, low-carbon fuels or electric powered vehicles procured (Number)",N/A,,,,,,,1.60%,0.080000000000000002,0,0.080000000000000002,0,0.016,0,0,0,0.08,0.08,0,0,5,5,,,
 ,AWCW1-AFW,FY21,Bank Approved,Assessed,P176485,Ghana COVID-19 Emergency Preparedness and Response Project Second Additional Financing,6/10/2021,A,000522298 | Kazumi Inden ~ 000353432 | Anthony Theophilus Seddoh,0,0,Ghana,Firm,Health Nutrition and Population,IPF,No,GGHVP,Rifat Afifa Hasan,AFW,AWCW1,HAWH3,Health Nutrition&Population AFR3,Kazumi Inden,Yes,Yes,"Designated highly fuel-efficient, low-carbon fuels or electric powered vehicles procured",N/A,,,,,,,0.10%,0.10000000000000001,0.10000000000000001,0.20000000000000001,0,0.001,0,0,0,0.1,0.2,0.1,0,200,200,,,
 ,AWCW1-AFW,FY22,Bank Approved,Assessed,P169718,Liberia Urban Resilience Project,5/17/2022,A,000447272 | Santiago Ezequiel Arias ~,0,0,Liberia,Firm,Urban Resilience and Land,IPF,No,GGSVP,Madhu Raghunath,AFW,AWCW1,IAWU4,Urban DRM AFR West and Central 4,Santiago Ezequiel Arias,Yes,Yes,Area protected from flooding (Hectares),Yes,,,,,,,58.50%,22.699999999999999,0.69999999999999996,23.399999999999999,0,0.585,0,0,0,22.7,23.4,0.7,0,40,40,,,
 ,AWCW1-AFW,FY22,Bank Approved,Assessed,P171933,Ghana Landscape Restoration and Small Scale Mining Project,8/30/2021,A,000190150 | Madhavi M. Pillai ~ 000544709 | Olamide Oluwaseyi Bisi-Amosun ~ 000233289 | Morten Larsen ~,0,0,Ghana,Firm,Environment Natural Resources and the Blue Economy,IPF,No,GGSVP,Lia Carol Sieghart,AFW,AWCW1,SAWE4,AFR ENR PM 4,Madhavi M. Pillai,Yes,Yes,Trees in production landscapes outside of forests (Hectare(Ha))  [Diasaggregate indicator of Land area under sustainable landscape management practices],Yes,Y,30,"54,224,003","-6,174,970.23","-185,249,107",GHG data finalized,52.59%,8.1899999999999995,31.25,39.439999999999998,0,0.525866667,0,0,0,8.19,39.44,31.25,0,75,75,,,
 ,AWCW1-AFW,FY22,Bank Approved,Assessed,P171997," Liberia Investment, Finance and Trade Project",2/9/2022,A,000473599 | Alari Hasanatu Ijileyoh Mahdi ~ 000481183 | Neema Mwingu,0,0,Liberia,Firm,Finance Competitiveness and Innovation,IPF,No,GGEVP,Mehnaz S. Safavian,AFW,AWCW1,EAWF2,EFI-AFR2-FCI-Finance-2,Alari Hasanatu Ijileyoh Mahdi,Yes,No,,N/A,,,,,,,17.23%,3.4700000000000002,3.4199999999999999,6.8900000000000006,0,0.17225,0,0,0,3.47,6.89,3.42,0,40,40,,,
 ,AWCW1-AFW,FY22,Bank Approved,Assessed,P172012,Liberia Sustainable Management of Fisheries Project,9/22/2021,A,000218878 | Ruma Tavorath ~ 000416004 | Rahat Jabeen,0,0,Liberia,Firm,Environment Natural Resources and the Blue Economy,IPF,No,GGSVP,Lia Carol Sieghart,AFW,AWCW1,SAWE4,AFR ENR PM 4,Ruma Tavorath,Yes,Yes,"Infrastructure (processing, storage) built with climate and disaster-resilient standards",Yes,Y,20,"607,347","-136,316","-2,726,320",GHG data finalized,39.08%,8.6400000000000006,6.9900000000000002,15.630000000000001,0,0.39075,0,0,0,8.64,15.63,6.99,0,40,40,,,
 ,AWCW1-AFW,FY22,Bank Approved,Assessed,P172102,Sierra Leone - Quality Essential Health Services and Systems Support Project,12/9/2021,A,000321776 | Yohana Dukhan ~ 000560123 | Olga Guerrero Horas,0,0,Sierra Leone,Firm,Health Nutrition and Population,IPF,No,GGHVP,Rifat Afifa Hasan,AFW,AWCW1,HAWH3,Health Nutrition&Population AFR3,Yohana Dukhan,Yes,No,,N/A,,,,,,,7.93%,2.0270000000000001,1.1439999999999999,3.1709999999999998,0,0.079275,0,0,0,2.027,3.171,1.144,0,40,40,,,
 ,AWCW1-AFW,FY22,Bank Approved,Assessed,P173168,Primary Health Care Investment Program,6/10/2022,A,000351270 | Dorothee Chen ~,0,0,Ghana,Firm,Health Nutrition and Population,PforR,No,GGHVP,Rifat Afifa Hasan,AFW,AWCW1,HAWH3,Health Nutrition&Population AFR3,Dorothee Chen,Yes,No,,N/A,,,,,,,15.59%,19.379999999999999,4,23.379999999999999,0,0.155866667,0,0,0,19.38,23.38,4,0,150,150,,,
 ,AWCW1-AFW,FY22,Bank Approved,Assessed,P173677,Liberia Women Empowerment Project,6/22/2022,A,000307188 | Audrey Sacks ~ 000507230 | Uzma Quresh,0,0,Liberia,Firm,Social Sustainability and Inclusion,IPF,No,GGSVP,Nicolas Perrin,AFW,AWCW1,SAWS1,Social Dev AFR 1,Audrey Sacks,Yes,Yes,"Climate-informed business plans developed, consulted, and financed through participatory processes (Number) [Accordding to the indicator description, this indicator will track the climate-informed business plans for female livelihood groups]",Yes,,,,,,,28.65%,10.380000000000001,2.3999999999999999,12.779999999999999,0,0.286547085,0,0,0,10.38,12.78,2.4,0,44.6,44.6,,,
 ,AWCW1-AFW,FY22,Bank Approved,Assessed,P175342,SL First Inclusive and Sustainable Growth DPO,12/16/2021,A,000513025 | Kemoh Mansaray ~,0,0,Sierra Leone,Firm,Macroeconomics Trade and Investment,DPF,No,GGEVP,Sandeep Mahajan,AFW,AWCW1,EAWM2,EFI-AFR2-MTI-MacroFiscal-2,Kemoh Mansaray,Yes,Yes,Rural chiefdoms with land use planning and protected area documents that follow the climate risk management and climate-resilience approach (number),N/A,,,,,,,2.51%,1.4099999999999999,0.46999999999999997,1.8799999999999999,0,0.025066667,0,0,0,1.41,1.88,0.47,0,75,75,,,
 ,AWCW1-AFW,FY22,Bank Approved,Assessed,P176126,Ghana Digital Acceleration Project,4/28/2022,A,000273420 | Kaoru Kimura ~ 000435331 | Natalija Gelvanovska-Garcia,0,0,Ghana,Firm,Digital Development,IPF,No,GGIVP,Jana Kunicova,AFW,AWCW1,DAWDD,Digital Dev-AFR W/CENTRAL,Kaoru Kimura,Yes,Yes,Number of AgTech startups developed and commercialized climate-smart and innovative digital products and services supported under the project (Number) [Disaggregated by gender],N/A,,,,,,,10.44%,10.68,10.19,20.870000000000001,0,0.10435,0,0,0,10.68,20.87,10.19,0,200,200,,,
 ,AWCW1-AFW,FY22,Bank Approved,Assessed,P176445,PFM for Service Delivery Program,6/10/2022,A,000243375 | Raymond Muhula ~ 000214693 | Smile Kwawukume,0,0,Ghana,Firm,Governance,PforR,No,GGEVP,Tracey M. Lane,AFW,AWCW1,EAWG2,EFI-AFR2-GOV-FM & PS-2,Raymond Muhula,Yes,Yes,Performance of budget committees including on climate and gender considerations (improvement in performance scores) (Percentage),N/A,,,,,,,11.86%,5.8300000000000001,11.960000000000001,17.789999999999999,0,0.1186,0,0,0,5.83,17.79,11.96,0,150,150,,,
 ,AWCW1-AFW,FY22,Bank Approved,Assessed,P176789,Productive Social Safety Nets and Youth Employment,3/8/2022,A,000469089 | Samik Adhikari ~ 000465960 | Abu Kargbo,0,0,Sierra Leone,Firm,Social Protection and Jobs,IPF,No,GGHVP,Camilla Holmemo,AFW,AWCW1,HAWS3,Social Protection & Labor AFR 3,Samik Adhikari,Yes,Yes,Share of sub-projects under LIPW program that support prevention or management of climate-induced floods and landslides (CCB indicator) (Percentage),Yes,,,,,,,27.15%,8.8399999999999999,2.02,10.859999999999999,0,0.2715,0,0,0,8.84,10.86,2.02,0,40,40,,,
 ,AWCW1-AFW,FY22,Bank Approved,Assessed,P177031,Sierra Leone Land Administration Project,6/2/2022,A,000293126 | Camille Bourguignon-Roger ~,0,0,Sierra Leone,Firm,Urban Resilience and Land,IPF,No,GGSVP,Madhu Raghunath,AFW,AWCW1,IAWU4,Urban DRM AFR West and Central 4,Camille Bourguignon-Roger,Yes,Yes,Number of land offices built or renovated at the central and provincial level that incorporate resilient design principles [Description specifies that these are climate resilient design principles and provides example of how this would look in practice],N/A,,,,,,,19.17%,5.3099999999999996,2.5699999999999998,7.8800000000000008,0,0.191727494,0,0,0,5.31,7.88,2.57,0,41.1,41.1,,,
 ,AWCW1-AFW,FY22,Bank Approved,Assessed,P177850,Sierra Leone COVID-19 Emergency Preparedness and Response Project Second Additional Financing,12/13/2021,A,000522298 | Kazumi Inden ~ 000216989 | Kofi Amponsah,0,0,Sierra Leone,Firm,Health Nutrition and Population,IPF,No,GGHVP,Rifat Afifa Hasan,AFW,AWCW1,HAWH3,Health Nutrition&Population AFR3,Kazumi Inden,Yes,No,,N/A,,,,,,,0.55%,0,0.10000000000000001,0.10000000000000001,0,0.005524862,0,0,0,0,0.1,0.1,0,18.1,18.1,,,
 ,AWCW1-AFW,FY22,Bank Approved,Assessed,P178054,Ghana COVID-19 Emergency Preparedness and Response Project Third Additional Financing,4/29/2022,A,000353432 | Anthony Theophilus Seddoh ~ 000522298 | Kazumi Inden,0,0,Ghana,Firm,Health Nutrition and Population,IPF,No,GGHVP,Rifat Afifa Hasan,AFW,AWCW1,HAWH3,Health Nutrition&Population AFR3,Anthony Theophilus Seddoh,Yes,Yes,"Designated highly fuel-efficient, low-carbon fuels or electric powered vehicles procured (Number)",N/A,,,,,,,0%,0,0,0,0,0,0,0,0,0,0,0,0,60.6,60.6,,,
 ,AWCW1-AFW,FY22,Bank Approved,Assessed,P178427,Ghana Secondary Cities Support Program Additional Financing,6/8/2022,A,000213854 | Martin Onyach-Olaa ~ 000214693 | Smile Kwawukume ~ 000498494 | Su Jung Song ~,0,0,Ghana,Firm,Urban Resilience and Land,PforR,No,GGSVP,Madhu Raghunath,AFW,AWCW1,IAWU4,Urban DRM AFR West and Central 4,Martin Onyach-Olaa,Yes,Yes,Public parks and greenery built or rehabilitated using UDG (Text),Yes,,,,,,,61.18%,68.189999999999998,20.52,88.709999999999994,0,0.611793103,0,0,0,68.19,88.71,20.52,0,145,145,,,
 ,AWCW1-AFW,FY22,Bank Approved,Assessed,P178479,Liberia COVID-19 Emergency Preparedness and Response Project Second Additional Financing,6/30/2022,A,000335013 | Noel Chisaka ~ 000353432 | Anthony Theophilus Seddoh,0,0,Liberia,Firm,Health Nutrition and Population,IPF,No,GGHVP,Rifat Afifa Hasan,AFW,AWCW1,HAWH3,Health Nutrition&Population AFR3,Noel Chisaka,Yes,Yes,Facilities equipped (installation complete) with energy-efficient storage facilities for storing specimens and temperature sensitive medical supplies (Number),N/A,,,,,,,3.67%,0.23000000000000001,0.10000000000000001,0.33000000000000002,0,0.036666667,0,0,0,0.23,0.33,0.1,0,9,9,,,
 ,AWCW2-AFR,FY16,,Assessed,P158265,WAAPP -2A - Support to Groundnut Value Chain in Senegal,5/17/2016,A,000402724 | Aifa Fatimata Ndoye Niane ~ 000064363 | Abdoulaye Toure,0,0,Africa,,Agriculture and Food,Investment,No,GGSVP,Abel Lufafa,AFR,AWCW2,SAWA1,AGRICULTURE AND FOOD PG AFR1,Aifa Fatimata Ndoye Niane,Yes,,,,,,,,,,78.22%,15.644,0,15.644,0,0.7822,0,0,0,15.644,15.644,0,0,20,20,,,
